"","x","y","Crop.productivity","Forest.productivity","Grassland.productivity","Financial.capital","Human.capital","Social.capital","Manufactured.capital","Urban.capital"
"1",160,73,0.45994654,0,0.26225369,0.46862499,0.55828624,0.66585453,0.64850786,0.02310761
"2",161,74,0.40319342,0,0.26144706,0.46718363,0.55656911,0.66380654,0.64651323,0.03041613
"3",162,74,0.39421119,0,0.26144706,0.46718363,0.55656911,0.66380654,0.64651323,0.02244919
"4",160,75,0.47883084,0,0.26063821,0.46391165,0.56155281,0.6617529,0.57839276,0.06596516
"5",161,75,0.41014924,0,0.26063821,0.46573829,0.55484723,0.6617529,0.64451309,0.06485253
"6",162,75,0.387302,0,0.27896987,0.46573829,0.55484723,0.6617529,0.64451309,0.03974682
"7",161,76,0,0.24489707,0,0.46428876,0.55312037,0.65969331,0.64250715,0.03267235
"8",162,76,0.39832609,0,0.27907508,0.46428876,0.55312037,0.65969331,0.64250715,0.02790178
"9",162,77,0.53924543,0,0,0.46283525,0.55138876,0.65762806,0.64049571,0.06421192
"10",163,77,0.37289747,0,0.25697646,0.46283525,0.55138876,0.65762806,0.64049571,0.04585227
"11",162,78,0.50107528,0,0.2724391,0.46137775,0.5496524,0.65555715,0.63847875,0.07622637
"12",163,78,0.37126594,0,0.27232602,0.28392677,0.49775234,0.55897549,0.56028107,0.10557197
"13",164,78,0.3580628,0,0.36659806,0.46137775,0.5496524,0.65555715,0.63847875,0.01214085
"14",165,78,0.36934937,0,0.35930513,0.46137775,0.5496524,0.65555715,0.63847875,0.02627269
"15",163,79,0.50388268,0,0.26740628,0.46797476,0.57000363,0.6534803,0.65890204,0.07370013
"16",164,79,0.37359531,0,0.25478838,0.45991607,0.54791106,0.6534803,0.636456,0.02754004
"17",165,79,0.38146592,0,0.18169564,0.45991607,0.54791106,0.6534803,0.636456,0.05418432
"18",166,79,0.38327953,0,0.2367868,0.45991607,0.54791106,0.6534803,0.636456,0.03589055
"19",159,77,0,0.2606589,0,0.47094508,0.57362155,0.65762806,0.66308422,0.01902734
"20",160,77,0,0.26308458,0,0.47094508,0.57362155,0.65762806,0.66308422,0.0350211
"21",161,77,0,0.26281388,0,0.47094508,0.57362155,0.65762806,0.66308422,0.02159188
"22",153,78,0.04857439,0,0.36126328,0.46946205,0.57181518,0.65555715,0.66099613,0.00331081
"23",154,78,0,0.14144792,0.17062111,0.46946205,0.57181518,0.65555715,0.66099613,0
"24",157,78,0,0.14144792,0.17062111,0.46946205,0.57181518,0.65555715,0.66099613,0.00559028
"25",158,78,0,0.14684203,0.17062111,0.46946205,0.57181518,0.65555715,0.66099613,0.018917
"26",159,78,0,0.15094206,0.17062111,0.46946205,0.57181518,0.65555715,0.66099613,0.06428124
"27",160,78,0.54759112,0,0.28048516,0.46946205,0.57181518,0.65555715,0.66099613,0.14597489
"28",161,78,0.54133003,0,0.27854402,0.46946205,0.57181518,0.65555715,0.66099613,0.16765797
"29",152,79,0.07349334,0.26376986,0.34420195,0.46797476,0.57000363,0.6534803,0.65890204,0.03921185
"30",153,79,0,0.14563079,0.17008057,0.46797476,0.57000363,0.6534803,0.65890204,0.00535946
"31",154,79,0,0.14269138,0.17008057,0.46797476,0.57000363,0.6534803,0.65890204,0.02009749
"32",155,79,0,0.14303166,0.17008057,0.46797476,0.57000363,0.6534803,0.65890204,0.00140842
"33",156,79,0,0.1409998,0.17008057,0.46797476,0.57000363,0.6534803,0.65890204,0.00870094
"34",157,79,0,0.1459416,0.17008057,0.46797476,0.57000363,0.6534803,0.65890204,0.01668857
"35",158,79,0,0.1409998,0.17008057,0.46797476,0.57000363,0.6534803,0.65890204,0.00740549
"36",159,79,0.22543357,0.16986747,0.34241335,0.46797476,0.57000363,0.6534803,0.65890204,0.0191305
"37",160,79,0.57216717,0,0.29667343,0.46797476,0.57000363,0.6534803,0.65890204,0.08472571
"38",161,79,0.44805302,0,0.27554101,0.46797476,0.57000363,0.6534803,0.65890204,0.28137778
"39",162,79,0.53588311,0,0.28481866,0.46797476,0.57000363,0.6534803,0.65890204,0.11088854
"40",151,80,0.06820913,0.26273371,0.34334917,0.46648361,0.56818738,0.65139807,0.65680254,0.02976441
"41",152,80,0,0.22495214,0,0.46648361,0.56818738,0.65139807,0.65680254,0.06203485
"42",153,80,0,0.22317702,0,0.46648361,0.56818738,0.65139807,0.65680254,0.04905308
"43",154,80,0.54570262,0,0.29676328,0.46648361,0.56818738,0.65139807,0.65680254,0.04589296
"44",155,80,0.56366926,0,0.29908927,0.46648361,0.56818738,0.65139807,0.65680254,0.01188157
"45",156,80,0.55625462,0,0.2957281,0.46648361,0.56818738,0.65139807,0.65680254,0.02459564
"46",157,80,0.54791211,0,0.27870566,0.46648361,0.56818738,0.65139807,0.65680254,0.07221307
"47",158,80,0.55537004,0,0.27851339,0.46648361,0.56818738,0.65139807,0.65680254,0.03866659
"48",159,80,0.21160601,0.16884174,0.34132233,0.46648361,0.56818738,0.65139807,0.65680254,0.03624001
"49",160,80,0.55517555,0,0.29183408,0.46648361,0.56818738,0.65139807,0.65680254,0.04122036
"50",161,80,0.51244692,0,0.27964024,0.46648361,0.56818738,0.65139807,0.65680254,0.36130883
"51",162,80,0.53446627,0,0.3439157,0.46648361,0.56818738,0.65139807,0.65680254,0.26444612
"52",163,80,0.53623537,0,0.29153457,0.46648361,0.56818738,0.65139807,0.65680254,0.11977272
"53",164,80,0.53364763,0,0.28037951,0.46648361,0.56818738,0.65139807,0.65680254,0.0647782
"54",165,80,0.52916019,0,0.28037947,0.46648361,0.56818738,0.65139807,0.65680254,0.05568613
"55",154,81,0,0.25449064,0,0.46498821,0.56636595,0.64930989,0.65469703,0.03132846
"56",155,81,0.54689283,0,0.29633762,0.46498821,0.56636595,0.64930989,0.65469703,0.04484694
"57",156,81,0.54726632,0,0,0.46498821,0.56636595,0.64930989,0.65469703,0.03452323
"58",157,81,0.5448389,0,0,0.46498821,0.56636595,0.64930989,0.65469703,0.09668845
"59",158,81,0.4901406,0,0,0.46498821,0.56636595,0.64930989,0.65469703,0.07880823
"60",159,81,0.50126329,0,0.28716038,0.46498821,0.56636595,0.64930989,0.65469703,0.111896
"61",160,81,0.49020791,0,0.28945363,0.46498821,0.56636595,0.64930989,0.65469703,0.16600223
"62",161,81,0.47960051,0,0.2884616,0.46498821,0.56636595,0.64930989,0.65469703,0.32126137
"63",163,81,0.53308864,0,0.34281322,0.46498821,0.56636595,0.64930989,0.65469703,0.1490654
"64",164,81,0.53934934,0,0.2906,0.46498821,0.56636595,0.64930989,0.65469703,0.06826628
"65",165,81,0.47064075,0.20020553,0.28949045,0.46498821,0.56636595,0.64930989,0.65469703,0.04485152
"66",154,82,0,0.24350397,0,0.46348876,0.56453958,0.64721605,0.65258582,0.00652544
"67",155,82,0,0.25845497,0,0.46348876,0.56453958,0.64721605,0.65258582,0.01788484
"68",156,82,0.2752558,0.11456791,0.24575944,0.46348876,0.56453958,0.64721605,0.65258582,0.02192232
"69",157,82,0.55348854,0,0.29538201,0.46348876,0.56453958,0.64721605,0.65258582,0.07725174
"70",158,82,0.51126206,0,0,0.46348876,0.56453958,0.64721605,0.65258582,0.07429463
"71",159,82,0.51861914,0,0.27857945,0.46348876,0.56453958,0.64721605,0.65258582,0.06364896
"72",160,82,0.52243736,0,0.27857945,0.46348876,0.56453958,0.64721605,0.65258582,0.0615089
"73",161,82,0.52301426,0,0.28966289,0.46348876,0.56453958,0.64721605,0.65258582,0.11835011
"74",162,82,0.51226527,0,0,0.46348876,0.56453958,0.64721605,0.65258582,0.10578729
"75",163,82,0.51616335,0,0,0.46348876,0.56453958,0.64721605,0.65258582,0.09172782
"76",164,82,0.52566129,0,0.2896629,0.46348876,0.56453958,0.64721605,0.65258582,0.08018162
"77",152,83,0.36963122,0.23927442,0.18826616,0.46198546,0.56270852,0.64511683,0.65046919,0.00740868
"78",153,83,0.36922434,0.23751921,0.18145217,0.46198546,0.56270852,0.64511683,0.65046919,0.00881463
"79",154,83,0,0.22768563,0,0.46198546,0.56270852,0.64511683,0.65046919,0.02426494
"80",155,83,0.27505359,0.10830866,0.2448682,0.46198546,0.56270852,0.64511683,0.65046919,0.02793526
"81",156,83,0.27579531,0.11380532,0.24496233,0.46198546,0.56270852,0.64511683,0.65046919,0.02242486
"82",157,83,0.53601614,0,0.29442394,0.46198546,0.56270852,0.64511683,0.65046919,0.02302259
